Session,Date,Hyena,MinDist,rank_dist,totWdist
38490,6/30/03,ade,15,2,19
38490,6/30/03,zc,20,3,19
38490,6/30/03,kdy,30,4,19
38490,6/30/03,whi,40,5,19
38490,6/30/03,nick,50,6,19
38490,6/30/03,ldv,50,6,19
38490,6/30/03,bail,50,6,19
38490,6/30/03,art,100,7,19
38490,6/30/03,mali,100,7,19
38490,6/30/03,wrl,200,8,19
38490,6/30/03,bca,200,8,19
38490,6/30/03,vgs,200,8,19
38490,6/30/03,foz,200,8,19
38556,7/7/03,day,0,1,15
38556,7/7/03,chw,0,1,15
38556,7/7/03,dnv,25,2,15
38556,7/7/03,jut,25,2,15
38556,7/7/03,coo,55,3,15
38556,7/7/03,cnet,55,3,15
38556,7/7/03,mer,65,4,15
38556,7/7/03,cnti,70,5,15
38556,7/7/03,puc,75,6,15
38556,7/7/03,hml,75,6,15
38556,7/7/03,ouc,75,6,15
38556,7/7/03,rslg,75,6,15
38556,7/7/03,wr,75,6,15
38556,7/7/03,bail,75,6,15
38556,7/7/03,cam,75,6,15
38590,7/12/03,back,150,1,1
48032,5/31/04,who,100,1,2
48032,5/31/04,chw,100,1,2
48855.1,8/11/04,slm,10,1,5
48855.1,8/11/04,det,20,2,5
48855.1,8/11/04,mln,20,2,5
48855.1,8/11/04,yog,25,3,5
48855.1,8/11/04,art,250,4,5
49403,10/12/04,bca,50,1,23
49403,10/12/04,vgs,65,2,23
49403,10/12/04,det,70,3,23
49403,10/12/04,ldv,75,4,23
49403,10/12/04,art,75,4,23
49403,10/12/04,am,80,5,23
49403,10/12/04,nav,100,6,23
49403,10/12/04,mln,100,6,23
49403,10/12/04,am2,100,6,23
49403,10/12/04,am1,100,6,23
49403,10/12/04,bkln,100,6,23
49403,10/12/04,csn,100,6,23
49403,10/12/04,ger,100,6,23
49403,10/12/04,mac,120,7,23
49403,10/12/04,mali,120,7,23
49403,10/12/04,slm,120,7,23
49403,10/12/04,mrph,120,7,23
49403,10/12/04,kier,120,7,23
49403,10/12/04,adon,120,7,23
49403,10/12/04,hrlm,120,7,23
49403,10/12/04,mig,120,7,23
49403,10/12/04,gvgs,120,7,23
49403,10/12/04,yog,150,8,23
49476,10/15/04,UNID5,0,1,11
49476,10/15/04,UNID6,0,1,11
49476,10/15/04,UNID9,0,1,11
49476,10/15/04,UNID8,0,1,11
49476,10/15/04,UNID3,0,1,11
49476,10/15/04,UNID2,0,1,11
49476,10/15/04,UNID10,0,1,11
49476,10/15/04,UNID1,0,1,11
49476,10/15/04,UNID4,0,1,11
49476,10/15/04,UNID7,0,1,11
49476,10/15/04,day,50,2,11
49635,10/24/04,mdsn,1,1,29
49635,10/24/04,csac,1,1,29
49635,10/24/04,zc,3,2,29
49635,10/24/04,yog,5,3,29
49635,10/24/04,foz,7,4,29
49635,10/24/04,nav,10,5,29
49635,10/24/04,bsl,10,5,29
49635,10/24/04,pisa,10,5,29
49635,10/24/04,cous,10,5,29
49635,10/24/04,ffl,10,5,29
49635,10/24/04,kik,10,5,29
49635,10/24/04,ldv,10,5,29
49635,10/24/04,mali,15,6,29
49635,10/24/04,mig,40,7,29
49635,10/24/04,mos,40,7,29
49635,10/24/04,mrph,40,7,29
49635,10/24/04,ali,40,7,29
49635,10/24/04,csn,40,7,29
49635,10/24/04,det,60,8,29
49635,10/24/04,bkln,60,8,29
49635,10/24/04,mln,70,9,29
49635,10/24/04,slm,80,10,29
49635,10/24/04,mac,80,10,29
49635,10/24/04,hrlm,80,10,29
49635,10/24/04,nick,100,11,29
49635,10/24/04,vgs,100,11,29
49635,10/24/04,adon,120,12,29
49635,10/24/04,hex,120,12,29
49635,10/24/04,mp,180,13,29
49685,10/28/04,mac,0,1,15
49685,10/28/04,art,1,2,15
49685,10/28/04,mrph,1,2,15
49685,10/28/04,ger,1,2,15
49685,10/28/04,bsl,60,3,15
49685,10/28/04,adon,100,4,15
49685,10/28/04,cous,110,5,15
49685,10/28/04,det,130,6,15
49685,10/28/04,mnr,150,7,15
49685,10/28/04,ali,150,7,15
49685,10/28/04,tia,150,7,15
49685,10/28/04,mig,150,7,15
49685,10/28/04,mali,150,7,15
49685,10/28/04,kik,150,7,15
49685,10/28/04,oak,150,7,15
50077,11/23/04,foz,50,1,13
50077,11/23/04,zc,50,1,13
50077,11/23/04,mp,80,2,13
50077,11/23/04,hex,100,3,13
50077,11/23/04,am255,100,3,13
50077,11/23/04,ldv,100,3,13
50077,11/23/04,bca,350,4,13
50077,11/23/04,adon,350,4,13
50077,11/23/04,hrlm,425,5,13
50077,11/23/04,det,478,6,13
50077,11/23/04,mln,500,7,13
50077,11/23/04,csn,500,7,13
50077,11/23/04,art,500,7,13
50126,11/27/04,alum,60,1,2
50126,11/27/04,guci,60,1,2
50466,12/23/04,mos,50,1,5
50466,12/23/04,mrph,50,1,5
50466,12/23/04,adon,50,1,5
50466,12/23/04,vgs,50,1,5
50466,12/23/04,kto,60,2,5
50720,1/7/05,kier,10,1,8
50720,1/7/05,mln,10,1,8
50720,1/7/05,nick,10,1,8
50720,1/7/05,wiz,10,1,8
50720,1/7/05,bkln,30,2,8
50720,1/7/05,slm,30,2,8
50720,1/7/05,wlg,30,2,8
50720,1/7/05,ldv,50,3,8
51596,3/5/05,yog,1,1,18
51596,3/5/05,csn,1,1,18
51596,3/5/05,mali,1,1,18
51596,3/5/05,unids,20,2,18
51596,3/5/05,det,50,3,18
51596,3/5/05,nav,50,3,18
51596,3/5/05,art,50,3,18
51596,3/5/05,adon,50,3,18
51596,3/5/05,mrph,50,3,18
51596,3/5/05,mp,50,3,18
51596,3/5/05,ffl,50,3,18
51596,3/5/05,tia,50,3,18
51596,3/5/05,hex,50,3,18
51596,3/5/05,ldv,50,3,18
51596,3/5/05,nick,100,4,18
51596,3/5/05,ali,100,4,18
51596,3/5/05,mig,100,4,18
51596,3/5/05,mos,150,5,18
53057,6/15/05,kto,20,1,11
53057,6/15/05,syd,30,2,11
53057,6/15/05,unid,30,2,11
53057,6/15/05,stl,50,3,11
53057,6/15/05,ldv,60,4,11
53057,6/15/05,nick,70,5,11
53057,6/15/05,yog,80,6,11
53057,6/15/05,mp,90,7,11
53057,6/15/05,hrlm,93,8,11
53057,6/15/05,vgs,100,9,11
53057,6/15/05,slm,100,9,11
53065,6/15/05,hrlm,15,1,2
53065,6/15/05,wlg,20,2,2
53074,6/16/05,day,10,1,3
53074,6/16/05,lma,20,2,3
53074,6/16/05,cnet,50,3,3
53110,6/18/05,bail,2,1,28
53110,6/18/05,ldv,3,2,28
53110,6/18/05,mos,5,3,28
53110,6/18/05,art,5,3,28
53110,6/18/05,ali,6,4,28
53110,6/18/05,ctz,10,5,28
53110,6/18/05,yog,10,5,28
53110,6/18/05,nav,10,5,28
53110,6/18/05,pisa,10,5,28
53110,6/18/05,mnr,15,6,28
53110,6/18/05,bca,15,6,28
53110,6/18/05,kik,15,6,28
53110,6/18/05,kto,15,6,28
53110,6/18/05,adon,20,7,28
53110,6/18/05,tini,20,7,28
53110,6/18/05,mig,20,7,28
53110,6/18/05,det,20,7,28
53110,6/18/05,hex,20,7,28
53110,6/18/05,vgs,25,8,28
53110,6/18/05,stl,25,8,28
53110,6/18/05,guci,30,9,28
53110,6/18/05,luo,30,9,28
53110,6/18/05,alum,35,10,28
53110,6/18/05,wlg,45,11,28
53110,6/18/05,syd,50,12,28
53110,6/18/05,cous,50,12,28
53110,6/18/05,mln,75,13,28
53110,6/18/05,bgl,75,13,28
54390,9/17/05,cnet,15,1,3
54390,9/17/05,cnti,20,2,3
54390,9/17/05,lma,20,2,3
56284,1/23/06,mln,15,1,12
56284,1/23/06,foz,15,1,12
56284,1/23/06,syd,15,1,12
56284,1/23/06,pnc,15,1,12
56284,1/23/06,art,15,1,12
56284,1/23/06,hum,15,1,12
56284,1/23/06,bail,15,1,12
56284,1/23/06,ffl,15,1,12
56284,1/23/06,ksi,15,1,12
56284,1/23/06,ldv,15,1,12
56284,1/23/06,tia,80,2,12
56284,1/23/06,wlg,100,3,12
57064,3/30/06,ffl,11,1,12
57064,3/30/06,bgl,11,1,12
57064,3/30/06,bca,12,2,12
57064,3/30/06,hum,12.5,3,12
57064,3/30/06,oak,13,4,12
57064,3/30/06,pan,13,4,12
57064,3/30/06,luo,14,5,12
57064,3/30/06,ksi,14,5,12
57064,3/30/06,yog,15,6,12
57064,3/30/06,mp,40,7,12
57064,3/30/06,mln,40,7,12
57064,3/30/06,baez,40,7,12
57106,4/2/06,luo,10,1,6
57106,4/2/06,hrlm,20,2,6
57106,4/2/06,bca,60,3,6
57106,4/2/06,yog,80,4,6
57106,4/2/06,des,100,5,6
57106,4/2/06,art,110,6,6
57480,4/27/06,tia,10,1,14
57480,4/27/06,hrlm,10,1,14
57480,4/27/06,foz,10,1,14
57480,4/27/06,bca,10,1,14
57480,4/27/06,kik,15,2,14
57480,4/27/06,cous,20,3,14
57480,4/27/06,mln,25,4,14
57480,4/27/06,bail,40,5,14
57480,4/27/06,yog,40,5,14
57480,4/27/06,pnc,40,5,14
57480,4/27/06,adon,60,6,14
57480,4/27/06,hrm,100,7,14
57480,4/27/06,pisa,120,8,14
57480,4/27/06,hum,140,9,14
57947,5/29/06,art,20,1,5
57947,5/29/06,alum,25,2,5
57947,5/29/06,ksi,70,3,5
57947,5/29/06,lou,70,3,5
57947,5/29/06,foz,110,4,5
58014,6/1/06,bail,10,1,2
58014,6/1/06,am,50,2,2
58038,6/4/06,yog,1,1,9
58038,6/4/06,mrph,1,1,9
58038,6/4/06,mln,7,2,9
58038,6/4/06,ldv,10,3,9
58038,6/4/06,pan,20,4,9
58038,6/4/06,bgl,22,5,9
58038,6/4/06,ksi,22,5,9
58038,6/4/06,unid,80,6,9
58038,6/4/06,nav,95,7,9
59051,8/19/06,baez,1,1,4
59051,8/19/06,des,1,1,4
59051,8/19/06,ldv,75,2,4
59051,8/19/06,oak,75,2,4
61001,8/22/07,ali,15,1,5
61001,8/22/07,art,15,1,5
61001,8/22/07,pan,15,1,5
61001,8/22/07,foz,15,1,5
61001,8/22/07,pisa,40,2,5
62413,4/14/08,jeff,30,1,3
62413,4/14/08,nav,30,1,3
62413,4/14/08,roos,30,1,3
62861,6/12/08,ffl,18,1,3
62861,6/12/08,cart,20,2,3
62861,6/12/08,aqua,30,3,3
63323,8/12/08,aqua,10,1,3
63323,8/12/08,mrph,10,1,3
63323,8/12/08,foz,30,2,3
64205,11/19/08,pan,15,1,5
64205,11/19/08,srn,16,2,5
64205,11/19/08,mrph,25,3,5
64205,11/19/08,lav,30,4,5
64205,11/19/08,mig,50,5,5
64258,12/3/08,bca,50,1,6
64258,12/3/08,cen,50,1,6
64258,12/3/08,foz,50,1,6
64258,12/3/08,mig,50,1,6
64258,12/3/08,pan,50,1,6
64258,12/3/08,srn,50,1,6
64386,12/9/08,adon,3,1,7
64386,12/9/08,cen,11,2,7
64386,12/9/08,tab,12,3,7
64386,12/9/08,srn,13,4,7
64386,12/9/08,hex,85,5,7
64386,12/9/08,baez,100,6,7
64386,12/9/08,arg,100,6,7
65544,6/12/09,tab,3,1,15
65544,6/12/09,mp,15,2,15
65544,6/12/09,rav,15,2,15
65544,6/12/09,parc,16,3,15
65544,6/12/09,mono,16,3,15
65544,6/12/09,hon,18,4,15
65544,6/12/09,foz,18,4,15
65544,6/12/09,adon,18,4,15
65544,6/12/09,art,18,4,15
65544,6/12/09,kto,27,5,15
65544,6/12/09,hrlm,27,5,15
65544,6/12/09,aqua,44,6,15
65544,6/12/09,mos,45,7,15
65544,6/12/09,chit,46,8,15
65544,6/12/09,juno,47,9,15
66407,8/21/09,baez,5,1,3
66407,8/21/09,srn,25,2,3
66407,8/21/09,unID,25,2,3
66419,8/22/09,aqua,12,1,1
67607,11/26/09,tab,18,1,4
67607,11/26/09,unid1,200,2,4
67607,11/26/09,unid2,200,2,4
67607,11/26/09,unid3,200,2,4
67623,11/28/09,arg,1,1,10
67623,11/28/09,hel,4,2,10
67623,11/28/09,guci,4,2,10
67623,11/28/09,lav,7,3,10
67623,11/28/09,kryp,10,4,10
67623,11/28/09,roos,10,4,10
67623,11/28/09,tab,10,4,10
67623,11/28/09,hon,15,5,10
67623,11/28/09,art,70,6,10
67623,11/28/09,srn,100,7,10
67756,12/8/09,mrph,1,1,6
67756,12/8/09,roos,1,1,6
67756,12/8/09,juno,1,1,6
67756,12/8/09,foz,30,2,6
67756,12/8/09,tilt,35,3,6
67756,12/8/09,mig,140,4,6
68053,1/17/10,tab,2,1,1
68867,3/30/10,art,150,1,4
68867,3/30/10,aqua,150,1,4
68867,3/30/10,ffl,174,2,4
68867,3/30/10,guci,174,2,4
69037,4/9/10,UNID,11,1,5
69037,4/9/10,molo,27,2,5
69037,4/9/10,guci,35,3,5
69037,4/9/10,bca,41,4,5
69037,4/9/10,al350,73,5,5
69549,5/8/10,guci,2,1,1
69651,5/20/10,roos,10,1,2
69651,5/20/10,cen,200,2,2
70073,6/13/10,art,10,1,1
70078,6/13/10,ffl,1,1,4
70078,6/13/10,mrph,3,2,4
70078,6/13/10,foz,6,3,4
70078,6/13/10,srn,15,4,4
70179,6/18/10,mrph,2,1,12
70179,6/18/10,pan,2,1,12
70179,6/18/10,cen,2,1,12
70179,6/18/10,adon,2,1,12
70179,6/18/10,ali,2,1,12
70179,6/18/10,oak,3,2,12
70179,6/18/10,baez,5,3,12
70179,6/18/10,wrwk,10,4,12
70179,6/18/10,kto,10,4,12
70179,6/18/10,juba,10,4,12
70179,6/18/10,molo,10,4,12
70179,6/18/10,ccp,20,5,12
70184,6/18/10,cen,100,1,2
70184,6/18/10,mrph,100,1,2
71475,11/9/10,tilt,5,1,3
71475,11/9/10,unID,20,2,3
71475,11/9/10,envy,50,3,3
71681,12/12/10,mono,15,1,10
71681,12/12/10,unid1,40,2,10
71681,12/12/10,lyle,40,2,10
71681,12/12/10,wrwk,50,3,10
71681,12/12/10,unid2,60,4,10
71681,12/12/10,hrlm,80,5,10
71681,12/12/10,unid,150,6,10
71681,12/12/10,parc,200,7,10
71681,12/12/10,hara,200,7,10
71681,12/12/10,kto,200,7,10
72105,2/4/11,hex,500,1,1
72258,2/28/11,lyle,10,1,3
72258,2/28/11,parc,20,2,3
72258,2/28/11,alfe,30,3,3
72320,3/5/11,juno,3,1,1
72320,3/5/11,parc,3,1,1
73124,6/1/11,mono,12,1,18
73124,6/1/11,dub,15,2,18
73124,6/1/11,wrwk,120,3,18
73124,6/1/11,wlg,130,4,18
73124,6/1/11,avce,130,4,18
73124,6/1/11,ylst,150,5,18
73124,6/1/11,unid,150,5,18
73124,6/1/11,amaz,150,5,18
73124,6/1/11,dion,150,5,18
73124,6/1/11,buar,150,5,18
73124,6/1/11,arg,150,5,18
73124,6/1/11,aqua,150,5,18
73124,6/1/11,van,200,6,18
73124,6/1/11,ziti,250,7,18
73124,6/1/11,lop,250,7,18
73124,6/1/11,mt,300,8,18
73124,6/1/11,juno,300,8,18
73124,6/1/11,pene,400,9,18
74674,10/24/11,juno,6,1,16
74674,10/24/11,hrpy,7,2,16
74674,10/24/11,parc,8,3,16
74674,10/24/11,envy,8,3,16
74674,10/24/11,avce,8,3,16
74674,10/24/11,art,10,4,16
74674,10/24/11,ylst,10,4,16
74674,10/24/11,adon,12,5,16
74674,10/24/11,amaz,15,6,16
74674,10/24/11,sbl,20,7,16
74674,10/24/11,cart,20,7,16
74674,10/24/11,atac,20,7,16
74674,10/24/11,mt,25,8,16
74674,10/24/11,ccp,25,8,16
74674,10/24/11,ge,30,9,16
74674,10/24/11,van,50,10,16
74888,11/18/11,obam,1,1,3
74888,11/18/11,juba,10,2,3
74888,11/18/11,sam,10,2,3
75684,2/3/12,cous,100,1,2
75684,2/3/12,bgl,110,2,2
75951,2/25/12,juno,10,1,23
75951,2/25/12,ted,15,2,23
75951,2/25/12,atac,15,2,23
75951,2/25/12,mono,15,2,23
75951,2/25/12,ge,15,2,23
75951,2/25/12,amaz,15,2,23
75951,2/25/12,acon,15,2,23
75951,2/25/12,loki,15,2,23
75951,2/25/12,mt,20,3,23
75951,2/25/12,parc,20,3,23
75951,2/25/12,wran,20,3,23
75951,2/25/12,tpe,20,3,23
75951,2/25/12,swil,20,3,23
75951,2/25/12,art,20,3,23
75951,2/25/12,avce,20,3,23
75951,2/25/12,cyp,20,3,23
75951,2/25/12,hrpy,20,3,23
75951,2/25/12,sbl,30,4,23
75951,2/25/12,oak,30,4,23
75951,2/25/12,unid,35,5,23
75951,2/25/12,zion,40,6,23
75951,2/25/12,pant,40,6,23
75951,2/25/12,hrlm,40,6,23
76041,3/2/12,swil,30,1,3
76041,3/2/12,arg,100,2,3
76041,3/2/12,amaz,100,2,3
76926,5/29/12,ein,25,1,1
77099,6/7/12,yog,1,1,12
77099,6/7/12,midd,1,1,12
77099,6/7/12,jeev,1,1,12
77099,6/7/12,art,1,1,12
77099,6/7/12,dk,1,1,12
77099,6/7/12,tija,40,2,12
77099,6/7/12,roos,40,2,12
77099,6/7/12,mgta,40,2,12
77099,6/7/12,obam,50,3,12
77099,6/7/12,dra,50,3,12
77099,6/7/12,hrlm,60,4,12
77099,6/7/12,mos,130,5,12
77224,6/14/12,atac,7,1,10
77224,6/14/12,pan,10,2,10
77224,6/14/12,UNIDs,10,2,10
77224,6/14/12,crms,10,2,10
77224,6/14/12,avce,10,2,10
77224,6/14/12,zion,10,2,10
77224,6/14/12,hel,10,2,10
77224,6/14/12,van,30,3,10
77224,6/14/12,UNID,30,3,10
77224,6/14/12,gel,30,3,10
77250,6/16/12,amaz,2,1,15
77250,6/16/12,mono,2,1,15
77250,6/16/12,art,4,2,15
77250,6/16/12,aqua,5,3,15
77250,6/16/12,sbl,6,4,15
77250,6/16/12,loki,6,4,15
77250,6/16/12,hel,6,4,15
77250,6/16/12,tpe,7,5,15
77250,6/16/12,bora,7,5,15
77250,6/16/12,atac,7,5,15
77250,6/16/12,buar,9,6,15
77250,6/16/12,crms,9,6,15
77250,6/16/12,hex,10,7,15
77250,6/16/12,oak,12,8,15
77250,6/16/12,acon,250,9,15
77286,6/18/12,nzth,5,1,1
77667,7/10/12,tija,1,1,18
77667,7/10/12,wran,1,1,18
77667,7/10/12,mork,1,1,18
77667,7/10/12,mgta,1,1,18
77667,7/10/12,tilt,1,1,18
77667,7/10/12,aqua,20,2,18
77667,7/10/12,unids,30,3,18
77667,7/10/12,obam,35,4,18
77667,7/10/12,cyp,80,5,18
77667,7/10/12,wrwk,100,6,18
77667,7/10/12,swil,100,6,18
77667,7/10/12,ziti,110,7,18
77667,7/10/12,oak,160,8,18
77667,7/10/12,wlg,170,9,18
77667,7/10/12,tall,180,10,18
77667,7/10/12,turq,200,11,18
77667,7/10/12,nav,200,11,18
77667,7/10/12,art,200,11,18
77681,7/12/12,frsc,40,1,7
77681,7/12/12,tilt,50,2,7
77681,7/12/12,wrwk,100,3,7
77681,7/12/12,mork,100,3,7
77681,7/12/12,lamu,100,3,7
77681,7/12/12,gaza,100,3,7
77681,7/12/12,tija,100,3,7
78360,8/26/12,baez,5,1,2
78360,8/26/12,bab,300,2,2
78684,9/22/12,unids,30,1,6
78684,9/22/12,loki,50,2,6
78684,9/22/12,hex,55,3,6
78684,9/22/12,kto,60,4,6
78684,9/22/12,zion,60,4,6
78684,9/22/12,sbl,200,5,6
78795,10/1/12,ted,1,1,13
78795,10/1/12,parc,1,1,13
78795,10/1/12,jeev,1,1,13
78795,10/1/12,buar,1,1,13
78795,10/1/12,acon,1,1,13
78795,10/1/12,loki,10,2,13
78795,10/1/12,neon,10,2,13
78795,10/1/12,crms,10,2,13
78795,10/1/12,hrpy,10,2,13
78795,10/1/12,juno,15,3,13
78795,10/1/12,tpe,25,4,13
78795,10/1/12,ffl,30,5,13
78795,10/1/12,adon,120,6,13
78815,10/3/12,wrwk,0,1,18
78815,10/3/12,gaza,0,1,18
78815,10/3/12,fxtr,0,1,18
78815,10/3/12,gsmk,3,2,18
78815,10/3/12,scmp,5,3,18
78815,10/3/12,pant,10,4,18
78815,10/3/12,amaz,10,4,18
78815,10/3/12,hel,10,4,18
78815,10/3/12,mgta,10,4,18
78815,10/3/12,atac,15,5,18
78815,10/3/12,ziti,17,6,18
78815,10/3/12,odd,20,7,18
78815,10/3/12,tgpi,30,8,18
78815,10/3/12,hrlm,100,9,18
78815,10/3/12,mork,100,9,18
78815,10/3/12,mt,100,9,18
78815,10/3/12,unid1,125,10,18
78815,10/3/12,unid2,125,10,18
78832,10/3/12,alde,10,1,7
78832,10/3/12,atac,10,1,7
78832,10/3/12,odd,10,1,7
78832,10/3/12,amaz,10,1,7
78832,10/3/12,tgpi,10,1,7
78832,10/3/12,mgta,10,1,7
78832,10/3/12,gala,80,2,7
79432,11/20/12,wlg,15,1,5
79432,11/20/12,bora,15,1,5
79432,11/20/12,jeev,15,1,5
79432,11/20/12,unID,15,1,5
79432,11/20/12,mork,20,2,5
79498,11/25/12,jeev,15,1,4
79498,11/25/12,mork,35,2,4
79498,11/25/12,ksmu,35,2,4
79498,11/25/12,juba,35,2,4
79834,12/17/12,gsmk,10,1,5
79834,12/17/12,xnon,10,1,5
79834,12/17/12,scmp,30,2,5
79834,12/17/12,oak,40,3,5
79834,12/17/12,juba,70,4,5
80207,1/19/13,mos,0,1,5
80207,1/19/13,endr,15,2,5
80207,1/19/13,amaz,18,3,5
80207,1/19/13,unID,23,4,5
80207,1/19/13,atac,25,5,5
80249,1/22/13,pant,100,1,7
80249,1/22/13,hel,100,1,7
80249,1/22/13,ksmu,100,1,7
80249,1/22/13,atac,100,1,7
80249,1/22/13,amaz,100,1,7
80249,1/22/13,mork,100,1,7
80249,1/22/13,crms,100,1,7
82236,5/8/13,gsmk,10,1,5
82236,5/8/13,tpe,10,1,5
82236,5/8/13,bata,20,2,5
82236,5/8/13,xena,25,3,5
82236,5/8/13,lust,40,4,5
82406,5/20/13,mt,3,1,12
82406,5/20/13,tpe,4,2,12
82406,5/20/13,ted,5,3,12
82406,5/20/13,hel,7,4,12
82406,5/20/13,pant,12,5,12
82406,5/20/13,neon,15,6,12
82406,5/20/13,parc,20,7,12
82406,5/20/13,crms,20,7,12
82406,5/20/13,adon,20,7,12
82406,5/20/13,atac,20,7,12
82406,5/20/13,pene,50,8,12
82406,5/20/13,bnt,300,9,12
82549,5/26/13,twst,140,1,3
82549,5/26/13,gaza,160,2,3
82549,5/26/13,idi,170,3,3
84930,12/22/13,atac,15,1,18
84930,12/22/13,alfe,15,1,18
84930,12/22/13,ddma,15,1,18
84930,12/22/13,juno,20,2,18
84930,12/22/13,loki,30,3,18
84930,12/22/13,pant,30,3,18
84930,12/22/13,parc,30,3,18
84930,12/22/13,pene,30,3,18
84930,12/22/13,styr,30,3,18
84930,12/22/13,twst,30,3,18
84930,12/22/13,khtm,30,3,18
84930,12/22/13,tavi,30,3,18
84930,12/22/13,buar,30,3,18
84930,12/22/13,adon,30,3,18
84930,12/22/13,ali,30,3,18
84930,12/22/13,aqua,30,3,18
84930,12/22/13,baez,30,3,18
84930,12/22/13,brgr,30,3,18
84963,12/24/13,atac,1,1,12
84963,12/24/13,twst,1,1,12
84963,12/24/13,UNID,1,1,12
84963,12/24/13,tgpi,1,1,12
84963,12/24/13,styr,1,1,12
84963,12/24/13,buar,1,1,12
84963,12/24/13,hel,1,1,12
84963,12/24/13,aqua,7,2,12
84963,12/24/13,UNID2,10,3,12
84963,12/24/13,UNID1,10,3,12
84963,12/24/13,UNID3,10,3,12
84963,12/24/13,tnks,50,4,12